"ID","ORG_UNIT_VERSION","CODE","DESCRIPTION","TYPE","B_LEVEL","STATUS","PARENT"
"dd5ce4c4-4335-443c-bff3-baa5db8a3bb9",1,"IR-ECO-TSP","Teacher & Student Programmes","SECT",4,"A","IR-ECO"
"e6556d3d-8d51-4f17-ac5c-408db0dc02f0",4,"FAP-EF-SEC","Sponsorship & External Contributions","SECT",4,"I","FAP-EF"
"fa0b31dc-2d64-4647-bc58-9e9e1571b704",3,"HSE-DI-ST","HSE Safety Training","SECT",4,"I","HSE-DI"
"056ce65a-8094-48ae-90e1-d3fcd55848d9",2,"HSE-DI-AS","HSE Administrative Services","SECT",4,"I","HSE-DI"
"455c6000-9276-4ee3-90f5-9e3cdcd5ed28",1,"PF-OP-ATT","Operations - Accounting, Treasury & Transactions Support","SECT",4,"A","PF-OP"
"69e28a93-973a-4019-977c-7df8048f3739",1,"EP-NU","EP NEUTRINO","GROUP",3,"A","EP"
"61ab187b-b61c-4acf-9baa-e0dd31877809",2,"EP-AGS-SC","Scientific Committees Secretariat","SECT",4,"I","EP-AGS"
"413b9169-f07c-47f3-b320-7990c2175103",1,"EP-AGS-SCS","Scientific Committees, Schools & Meetings","SECT",4,"A","EP-AGS"
"a24f4c4f-3187-4f19-b4e1-d95cf53a0e86",1,"IT-CS-DO","Deployment & Operations","SECT",4,"A","IT-CS"
"0d44c6f9-9490-415d-8003-e6364b821559",2,"TE-CRG-OP","Cryogenics Operation","SECT",4,"A","TE-CRG"
"860b5191-68da-4ddc-b4f6-7e2ec05fcdac",2,"EN-ARP-PRM","Plannig & Resource Management","SECT",4,"I","EN-ARP"
"87293560-65a2-405a-93c7-2a676ae7a308",2,"EN-ARP-PPM","Project & Performance Management","SECT",4,"I","EN-ARP"
"d6a65a23-0561-40d3-8266-2420355290ee",2,"HSE-FB-FP","Fire Prevention","SECT",4,"I","HSE-FB"
"ba6c79fe-5a4e-41b2-8929-df04594de598",1,"DG-TMC-FS","French Translation & Minutes","SECT",4,"A","DG-TMC"
"29cffa84-0a41-4417-9ae0-346884973c4f",1,"DG-TMC-ES","English Translation & Minutes","SECT",4,"A","DG-TMC"
"bde65054-a49f-467b-8e57-b900aae81c15",2,"TE-PPR-AGS","Administration & General Services","SECT",4,"I","TE-PPR"
"34e47243-aa2b-46ce-a451-18f5dbf4b09a",2,"TE-PPR-RMT","Projects, Planning & Resources","SECT",4,"I","TE-PPR"
"41eb0771-7389-43dc-9eba-8b230d246944",2,"TE-PPR","PROJECTS, PLANNING & RESOURCES","GROUP",3,"I","TE"
"efe5210f-322f-4b87-8a26-96b5726fd6e3",2,"HR-DHO-HRS","HR Strategy","SECT",4,"I","HR-DHO"
"5757062a-5fc9-41cb-af7a-e527796b1c63",2,"TE-ABT-KSC","Kicker System Construction","SECT",4,"I","TE-ABT"
"ccc0691a-d860-4ae4-9f90-9e5574108414",2,"TE-ABT-EDS","Engineering Design & Supply","SECT",4,"I","TE-ABT"
"35851e79-9a97-4421-881b-b510df205d38",2,"TE-ABT-PPE","Pulsed Power Engineering","SECT",4,"I","TE-ABT"
"f5b57c52-9e94-489b-b5ae-a38f0fdb7b61",1,"IPT-KT-BD","Business Development Section","SECT",4,"A","IPT-KT"
"3f72c6a7-df4b-4027-8cb4-45d74b740305",2,"BE-HDO-ADM","Administration","SECT",4,"A","BE-HDO"
"c3fb0919-85dd-4c9b-8abc-261838db537b",1,"EN-HE-PO","Project Office","SECT",4,"A","EN-HE"
"ecaa71bf-56cb-4757-b0c2-f68e0d17e201",2,"BE-ICS-TI","Tools & Infrastructure","SECT",4,"I","BE-ICS"
"ed4f21ff-a4c0-4ac9-834e-226ef301907c",2,"BE-ICS-AP","Applications","SECT",4,"I","BE-ICS"
"565e7995-3a93-4c0d-942e-7b0696a593de",2,"BE-ICS-FD","Frameworks & Development","SECT",4,"I","BE-ICS"
"fb110073-877a-453f-8149-9385d71ce1d6",1,"EN-CV-INJ","Injectors","SECT",4,"A","EN-CV"
"0dbe59db-576a-4bb2-8072-bcd5da95bec7",1,"EN-CV-GEM","CMMS, Electricity, Stores","SECT",4,"A","EN-CV"
"52a2f82a-6870-4753-94cc-ff085cd330c0",1,"EN-CV-LHC","LHC","SECT",4,"A","EN-CV"
"54312428-d442-426f-8079-eb621798e27a",1,"EN-CV-DO","Design Office","SECT",4,"A","EN-CV"
"0ca8073c-ffd3-4c56-b5f3-1dea8c720a6c",2,"HR-TA-PC","Programmes Coordination","SECT",4,"I","HR-TA"
"7bd891ea-2a90-4bfa-a4fb-cac5cb6fb9fa",2,"HR-TA-SR","Staff Recruitment","SECT",4,"I","HR-TA"
"edf44d60-b42c-4ff1-a919-4170a55cfd33",1,"EP-UNU","NEUTRINO EXPERIMENTS USERS GROUP","GROUP",3,"A","EP"
"0752e580-747d-4919-a0d8-b2706422e860",2,"BE-BI-BP","Beam Position Measurement Section","SECT",4,"I","BE-BI"
"14cb55c1-fb6a-4dcf-b9b8-ea7e79c9eeee",2,"BE-BI-IQ","Beam Intensity & Tune Measurement Section","SECT",4,"I","BE-BI"
"9ee9d1b2-66a8-4e04-ac68-1b211f2429ea",1,"HSE-RP-CS","Characterisation & Services","SECT",4,"A","HSE-RP"
"a43a9a1b-bd1a-4878-b1fa-4ad529f02b76",1,"HSE-OHS-ME","Medical Service","SECT",4,"A","HSE-OHS"
"a517bd7f-a38f-4062-a174-b35a32cd515a",2,"HSE-CEN-CO","Safety Computing","SECT",4,"I","HSE-CEN"
"00742cb5-10e1-4cab-88f5-74b6621b8b31",2,"HSE-OHS-XP","Prevention & Safety Engineering Expertise","SECT",4,"I","HSE-OHS"
"1f2347f8-ee11-479b-aa5b-d0d0085fc66c",2,"HSE-OHS-SI","Safety Inspections","SECT",4,"I","HSE-OHS"
"41ac6fe0-3d3f-47ff-9345-9bdd30d174fc",2,"HSE-CEN-EN","Environment Services","SECT",4,"I","HSE-CEN"
"4f46981b-98b9-4f73-81e4-79b267f105d1",2,"HSE-CEN","CONTROLS & ENVIRONMENT PROTECTION","GROUP",3,"I","HSE"
"60ee16eb-54b3-4c06-8562-0fde603e08a1",2,"HSE-OHS-SV","Prevention & Safety Engineering Services","SECT",4,"I","HSE-OHS"
"7f0d63a1-c1c1-440e-8d54-be9ab65432b6",2,"HSE-OHS","Occupational Health & Safety","GROUP",3,"A","HSE"
"a2896192-dfa9-4dac-af0a-9cd7d631fd66",2,"EN-STI-BMI","Beam Machine Interactions","SECT",4,"I","EN-STI"
"bb66017a-0726-4a23-98e1-d97b6de5b605",2,"EN-SMM-ESA","Experiment Survey & Alignment","SECT",4,"I","EN-SMM"
"c804bfbf-902e-4c91-b237-9742251d7645",2,"EN-SMM-ASG","Accelerators Survey & Geodesy","SECT",4,"I","EN-SMM"
"c808e69f-6518-4e08-b4c2-9fa3f43271d5",2,"EN-SMM-HPA","High Precision Alignment Technologies","SECT",4,"I","EN-SMM"
"e1101e06-ba5b-4436-9252-604b62c8fd2b",2,"EN-SMM-APC","Acquisition, Processing & Control Software","SECT",4,"I","EN-SMM"
"f9af65b6-60c8-45aa-9d62-65791c327208",2,"EN-STI-FLU","Fluka","SECT",4,"I","EN-STI"
"109ab4cb-8b1f-4b41-8649-49c9cb899049",2,"EN-SMM","SURVEY MECHATRONICS MEASUREMENTS","GROUP",3,"I","EN"
"171befb6-06b4-4209-b539-ea29f6645889",2,"EN-ARP-ARS","Administration Ressources & Support","SECT",4,"I","EN-ARP"
"1f2c5db0-09b1-497a-96b9-d19c694efcda",2,"EN-SMM-MRO","Mechatronics, Robotics & Operation","SECT",4,"I","EN-SMM"
"45ae2ee9-2506-4f0e-b650-fe9238679510",2,"EN-SMM-RME","Radiation Tolerant & Measurement Electronics","SECT",4,"I","EN-SMM"
"678046dc-7abc-41d2-b830-f3cf1daa7a5b",2,"EN-SMM-MTA","Measurement, Test & Analysis","SECT",4,"I","EN-SMM"
"8ccd1e02-c0fc-4712-9055-8b850b2a01ba",1,"EN-ACE-OSA","Operational Safety Advisor","SECT",4,"A","EN-ACE"
"b759a2c4-70d8-4d0f-9e92-3a1063a1a998",2,"EN-HE-HEM","Handling Equipment","SECT",4,"A","EN-HE"
"a3ea1da1-dacb-445f-a4e8-4f08e7094769",2,"HR-CB-SAS","Social Affairs Service","SECT",4,"I","HR-CB"
"1e4c11c7-aefe-4d1b-b821-7ac9b4ce0132",2,"HR-CB-CMO","CHIS Manager's Office","SECT",4,"I","HR-CB"
"f2acbeeb-bf63-42f1-a580-a8b583cc06ed",2,"HSE-FB-OPE","Operations & Planning","SECT",4,"I","HSE-FB"
"57df8c1d-cc1f-43ed-abeb-8852d5e03457",3,"HSE-FB-IN","","SECT",4,"I","HSE-FB"
"0f569736-5c15-43a5-af06-239a173f33ec",3,"HSE-FB-CIM","Incident Command & Management","SECT",4,"I","HSE-FB"
"1e16b898-a408-4825-a17f-ea9c0f0d162d",2,"HSE-FB-SIN","Systems & Information","SECT",4,"I","HSE-FB"
"921e52fa-640d-4016-a77b-f8f3dd397f81",2,"IT-CF-DCO","Data Centre Operations","SECT",4,"I","IT-CF"
"92fc17a3-6d11-43e4-9913-70d0ff4073b1",2,"IT-DB-IA","Infrastructure & Automation Services","SECT",4,"I","IT-DB"
"2f6fcafa-1102-43c5-af46-5037a26ba0a9",2,"IT-DB-DAR","Database Applications & Reporting Services","SECT",4,"I","IT-DB"
"ef19aa8d-c3ed-4b32-b4c2-991af18da532",2,"EP-CMG-DS","CMS Detector Software","SECT",4,"A","EP-CMG"
"5321f886-739d-486f-84d6-e739ec3c0913",1,"HR-PI","PLANNING & INFORMATION","GROUP",3,"I","HR"
"9c6ff350-9b5b-4d66-a76f-880e40fdb404",2,"GS-IS-SO","GS-IS Stores Operations","SECT",4,"I","GS-IS"
"c17fde6c-3589-4f21-9475-4d3beaa122cf",1,"HR-SA","STAFF ASSOCIATION SECRETARIAT","GROUP",3,"A","HR"
"46b10d85-bc05-4055-87fc-2185c0a9ed2f",1,"TS-CSE","CONTROL, SAFETY, ENGINEERING & EQUIPMENT DATA MANAGEMENT","GROUP",3,"I","TS"
"448a8405-6dc8-4832-8a08-a88c95e6188a",1,"TIS-TE","TECHNICAL SERVICES & ENVIRONMENT","GROUP",3,"I","TIS"
"06f1d4b1-3edb-40dd-9bbb-62327f05ce57",1,"TS-CV-P1","LHC point 1","SECT",4,"I","TS-CV"
"3e933180-7296-40ab-a672-95563a0e0ca4",2,"GS-SIS-OA","Open Access","SECT",4,"I","GS-SIS"
"324514bd-6027-4387-9d4d-0e8d6e11f429",2,"HR-DHO-ADM","Administrative Support","SECT",4,"I","HR-DHO"
"8a0189c0-0f70-4e8c-a481-c4e8a790036c",2,"HR-CB","COMPENSATION & BENEFITS","GROUP",3,"I","HR"
"8e5e4fef-be9c-4828-a6e2-8d74c705753e",1,"HR-PM","PERSONNEL MANAGEMENT","GROUP",3,"I","HR"
"c2f8a1cd-df26-4dd9-afb8-c98fdc1c914b",1,"HR-DHO-FR","Frontline / Research & Scientific Computing","SECT",4,"I","HR-DHO"
"b802fa4c-87df-4a96-ad0c-3f1997c80271",1,"HR-RPM-SA","Students & Associates","SECT",4,"I","HR-RPM"
"5cf33223-5c4e-4914-9375-74a07203b6f7",1,"PS-AE-AS","Accelerator Beam Studies Section","SECT",4,"I","PS-AE"
"0d509ead-cbe4-415e-a18e-d0f55da13130",2,"HR-CB-C","Compensation","SECT",4,"I","HR-CB"
"30a811f1-fde7-459e-af3d-ca81dd5a5968",1,"TS-CV","COOLING & VENTILATION GROUP","GROUP",3,"I","TS"
"07855e00-ea4b-49e8-a0a5-1596be28cf92",1,"TIS-RP-TS","","SECT",4,"I","TIS-RP"
"2fcebd22-a2c1-4bd8-940b-531c2ac6068b",1,"TS-DI","Planning & Budgets Section","GROUP",3,"I","TS"
"abd56e6d-c8ce-4f62-a35c-1a5acac85b6e",1,"TS-CE-PR","Other Projects section","SECT",4,"I","TS-CE"
"cc445d5e-f484-4b4e-87b9-4af52ef2f5d8",1,"PS-CO-EX","Exploitation Section","SECT",4,"I","PS-CO"
"23dcee1b-029b-47c3-82b7-552fe691352c",1,"TIS-SY","","GROUP",3,"I","TIS"
"83fbfc8d-cdef-47e5-8d2f-dc15811ac3e1",1,"TS-EL-CC","Control Cabling Section","SECT",4,"I","TS-EL"
"3c19a7d7-f5bb-42cc-9d33-5b77193ccb7c",2,"HR-CB-MI","Monitoring & Informatics","SECT",4,"I","HR-CB"
"94eb74fc-7369-4107-9773-3c8013f856cd",1,"TS-CV-LHC","LHC machine","SECT",4,"I","TS-CV"
"40f53783-104f-4d69-9dc5-990ad2572608",1,"HR-PMD","PERSONNEL MANAGEMENT & DEVELOPMENT GROUP","GROUP",3,"I","HR"
"840f253d-4ba3-464e-bcaa-c8a5ea2a2e3c",1,"HR-SMD-AC","Assistance & Counselling Section","SECT",4,"I","HR-SMD"
"0e8bb54b-5ec1-4c05-a718-08420098e000",1,"PS-BT-TA","","SECT",4,"I","PS-BT"
"125e728b-073b-4626-aef9-2563703764ae",1,"PS-BR-KM","","SECT",4,"I","PS-BR"
"c74c920a-c2ae-4666-a345-ba222acef0e9",1,"GS-SEM-CWM","Construction Works and Maintenance","SECT",4,"I","GS-SEM"
"2c81a0a2-d3db-4f60-a7aa-340fbdd95e35",1,"TS-CE-DO","Design Office Section","SECT",4,"I","TS-CE"
"ef053276-a4e6-49dd-ad12-f5a606b1809f",2,"GS-SE-FAS","Future Accelerator Studies","SECT",4,"I","GS-SE"
"fb15dc3c-76c0-4969-a27c-c25cafcc3fb4",2,"GS-FB","Fire Brigade","GROUP",3,"I","GS"
"33f994b6-d398-4fc9-8b95-8fde23f6d079",1,"GS-SEM","SITE ENGINEERING AND MANAGEMENT","GROUP",3,"I","GS"
"7de41438-0e77-421e-8071-fc5429c26eb3",1,"TS-CV-PE","Project engineers","SECT",4,"I","TS-CV"
"edba939d-6780-4c2f-8cf4-75cb1c48da19",1,"GS-SEM-ADM","Administrative Support","SECT",4,"I","GS-SEM"
"211daf12-ce2c-4f82-beb2-1efb33767c78",1,"PS-AE-PJ","Project Section","SECT",4,"I","PS-AE"
"3e9cd057-f39a-496e-8640-901abb1f7992",1,"PS-BT-TR","","SECT",4,"I","PS-BT"
"05f37abd-a06b-4fa5-b8ac-0347183645b4",2,"GS-SIS-ARC","Archives & Industrial Support Section","SECT",4,"I","GS-SIS"
"f7de7edc-e54a-418e-b8a5-f8087d6dcef7",1,"TS-CSE-CAE","Computer Aided Engineering Section","SECT",4,"I","TS-CSE"
"b7ddec9c-f3a3-4599-b565-28e9ba311237",2,"GS-ASE-SSE","Safety Systems Engineering","SECT",4,"I","GS-ASE"
"40659209-6aec-4160-a8c9-7c17965dc791",1,"PS-CO-CS","","SECT",4,"I","PS-CO"
"6dbaf6e8-6a30-4391-ad1a-0b15234d9f44",1,"HR-SOC","SOCIAL & STATUTORY CONDITIONS","GROUP",3,"I","HR"
"f74eb2b7-8569-43ce-9b1e-58cea258dc2f",1,"GS-SEM-CE","Civil Engineering","SECT",4,"I","GS-SEM"
"f640994d-bac3-4005-9cd7-81ffd4b25caf",1,"PS-CA-KM","Kicker Magnets Section","SECT",4,"I","PS-CA"
"df075c84-7ea8-4835-9830-10c95b58d640",1,"TS-CSE-EDS","Engineering Database Support Section","SECT",4,"I","TS-CSE"
"60a27bae-33d9-4694-802a-08b70cc19ce2",2,"GS-SE-CEB","Civil Engineering & Buildings","SECT",4,"I","GS-SE"
"81226b9a-fafd-466e-82b0-16c37b63263a",1,"GS-ASE-AAS","Alarm and Access System","SECT",4,"I","GS-ASE"
"7081a67d-c9fd-40aa-9cab-d94638567515",2,"GS-ME","MEDICAL SERVICE","GROUP",3,"I","GS"
"7b8f8a43-1f43-433d-a1a7-f829db0dfc37",1,"TS-EL-BT","Low Voltage Section","SECT",4,"I","TS-EL"
"1c2fc9de-555b-4a6d-a37e-e1c47c6ff515",1,"TS-CV-P5","LHC point 5","SECT",4,"I","TS-CV"
"c082f29b-1620-4cd0-86c9-e06e8a9721d5",1,"TS-CSE-PM","Project Managers Section","SECT",4,"I","TS-CSE"
"759a5823-5af3-41b0-8dd8-92bd1a192e8b",2,"GS-IS-SIS","GS-IS Site Services","SECT",4,"I","GS-IS"
"075bd1e3-15cf-46b6-9615-3cc2fa88028f",1,"GS-IS-AS","GS-IS Administrative Support","SECT",4,"I","GS-IS"
"cd61eda1-1e1a-4f6b-ac2c-b18624c22bcd",1,"HR-SMD-CR","Classification & Remuneration Section","SECT",4,"I","HR-SMD"
"be93e513-1404-4ee6-9e61-9323207c7148",1,"TS-CV-OC","Operation Controls Project Section","SECT",4,"I","TS-CV"
