"ID","ACTIVITY_ID","ORIGINAL_ACTIVITY_UUID","ACTIVITY_VERSION","PLAN_UUID","PLAN_VERSION_UUID","TITLE","STATUS","TYPE_UUID","WBS_UUID","LOCATION_INFORMATION","GOAL","IMPACT_NOT_DONE","STATUS_REASON_UUID","STATUS_REASON","STATUS_COMMENT","PARENT_ACTIVITY_STATUS"
"a2f04507-8f18-4a4c-b335-6e19a1033116",11742,"",7,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Renovation - Fire Detection & Evacuation - SFDIN-00268- N.VEGA Zone 9 (ECN3-BA82-EHN2) - by new CASSIOPE","FINISHED","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","3157e161-0abc-4904-8701-ff964eb16b6a","North Area - ECN3-BA82-EHN2","Renovation - Fire Detection & Evacuation - SFDIN-00268- N.VEGA Zone 9 (ECN3-BA82-EHN2) - by new CASSIOPE
No resources attributed for LS2 (EDMS: 1716309). 
To be plan for LS3 or LS4. According to the available resources for LS3 and LS4, to be prioritised what is more critical: the renovation of alarms systems in the LHC or in the SPS North Area.","System obsolete, no spares available, safety compromised.","","","",""
"a6bd2703-7d9c-4115-bb45-cea9b30e90b4",11747,"",42,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","CSAM II- WP3 - Hard. Safety Alarm insfr. (MMD, CSAM)- SPS/LHC- Rempl. of General Zone Alarm cabling","WAITING_RESOURCE_ALLOCATION","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","3157e161-0abc-4904-8701-ff964eb16b6a","SPS/LHC","Preventive Maint. - Hard. Safety Alarm insfr. (MMD, CSAM)- SPS&LHC - Rempl. of General Zone Alarm cabling  by fire resistant new one.
Under definition what needs to be done with EN/EL.
Do not eliminate this activity. To be shifted to after LS2 and evaluating if possible during operation.","System obsolete, no spares available","","","",""
"a9795fc3-211a-4de4-92db-3f3f92911a7f",11832,"",8,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Projet Consolidation main alarm dispatcher SAREP-0411","FINISHED","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","3157e161-0abc-4904-8701-ff964eb16b6a","The main alarm dispatcher is located in 212/1-402. It gathers safety and technical alarms from Safety Zone 06 (LHC Point), Safety Zone 10 (contains B867 and other tertiary buildings) , Safety Zone 18 (LHC Point), Safety Zone 19 (contains part of ISR and others), Safety Zone 21 (contains SCR and others), Safety Zone 22 (contains Meyrin Heating Plant, Diesel tanks, electrical substation and others), Safety Zone 23 (Contains Science Gateway), Safety Zone 24 (contains East Area), Safety Zone 25 (contains Main Building), Safety Zone 26 (contains Hotels), Safety Zone 30 (contains part of PS Complex).","EDMS 2248827
The CERN Hardware Alarm Monitoring Network (CHAMN) is the cabled network that integrates, through cables and alarm dispatchers, all Safety Alarms (AL3) and Technical Faults (AL2 and AL1) into the CSAM (CERN Hardware Alarm Monitoring) or TIM (Technical Infrastructure Monitoring) Systems. In order to continue delivering reliable and trustful information to these systems, the Hardware Alarm Service in BE-ICS-AS needs to renovate the SAREP-0411 (SAREP = Safety Alarm Repartiteur). This is the main alarm dispatcher in Meyrin, which concentrates big quantities of alarms and technical faults at the old TCR ¿ Technical Control Room, situated in building 212 / 1-402. This alarm dispatcher, which was installed in the early years of CERN, has been growing and expanding through the years without a rigorous procedure. This SAREP is subject to become an important source of failures and constitutes a dangerous mix of power supplies (+24VDC, +48VDC and +110V) of various equipment.  This document summarizes the present status of the SAREP-0411, and proposes a project-oriented approach to improve the situation by upgrading and improving the Alarm Dispatcher.","Big Concentrator: The SAREP-0411 concentrates alarms and technical faults from 11 Safety Zones (between Meyrin, Prevessin and SPS BA¿s), through cables, alarm dispatchers and client¿s equipment, creating an enormous and complex spider web, all interconnected. In case of an over-voltage or a short-circuit issue impacting any part of this spider web,  it creates enormous difficulties in terms of troubleshooting time and service interruption. Several safety issues have been identified in terms of electrification. This SAREP-0411 is located in a delicate location, next to diesel tanks, heating plant, electrical substations, and the main CERN warehouse. An external accident with an important impact on the SAREP-0411 cannot be excluded.","","","",""
"aa9648d0-e2ce-4344-9dc4-99afe0df767e",11707,"",16,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","GCS NA62 PLC upgrade (1PLC)","CREATED","34fe46b9-bee1-471c-9adf-09eae0238fd4","6d4ba86a-83de-4b52-bce5-54ec72fc6a1d","","GCA NA62 PLC upgrade","Schneider Premium PLC will become obsolete. Require upgrade to M580","","","",""
"ad4e0940-5e2f-47af-bf26-3b28fe1076cc",11756,"",4,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","CRYO - Upgrade of LHC Cryogenics  production PLCs with Profibus installations","FINISHED","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","3157e161-0abc-4904-8701-ff964eb16b6a","","CRYO - Upgrade of LHC Cryogenics  production PLCs with Profibus installations","new profibus architecture required for LS2","","","",""
"ad68760a-c262-448b-8950-9f4742d9034f",11726,"",5,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Upgrade of cryogenics in B163, B165, Cryolab: 2018","PARTIALLY_FINISHED","34fe46b9-bee1-471c-9adf-09eae0238fd4","90480566-20d9-40d2-8cc9-ba4a4cd2b530","B163, B165, Cryolab","Upgrade of cryogenics in B163, B165, Cryolab.","The test program for various projects cannot be performed.","","","",""
"ad971a1f-33ef-491c-b70d-7e4433b645c7",11834,"",25,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Campus network upgrade","WAITING_RESOURCE_ALLOCATION","34fe46b9-bee1-471c-9adf-09eae0238fd4","90480566-20d9-40d2-8cc9-ba4a4cd2b530","In all IT star-points where the GPN is available.","Replacement of all GPN switches and routers in the IT star-points","Cut of the GPN network during the replacement of the switches. Works will be organized in order to minimize the network interruption.","","","",""
"ae7b2839-5752-4c0c-85ea-bc082db301c2",11754,"",7,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","GCS LINAC4  PLC and supervision  code consolidation and upgrade","CREATED","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","6d4ba86a-83de-4b52-bce5-54ec72fc6a1d","","PLC and Supervision Software upgrade","Schneider Premium PLC will become obsolete. Require upgrade to M580","","","",""
"aeda928d-f2d8-4f61-a8cd-db6604c84ed7",11735,"",3,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","SM18 - SIL3 Interlock","CANCELLED","34fe46b9-bee1-471c-9adf-09eae0238fd4","90480566-20d9-40d2-8cc9-ba4a4cd2b530","","SM18 - Interlock","TBD","","","",""
"aefea290-ebaf-4b94-ba37-73c4e82762be",11779,"",7,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","EE - IGBT-based EE systems for test stations (2kA systems for Clusters D, A & F)","CANCELLED","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","6d4ba86a-83de-4b52-bce5-54ec72fc6a1d","in SM18","Development and design of a new generation of ultrafast switches for high-current applications based on IGBTs. 
Manufacture of a prototype and four 2kA units to be operated in the SM18.  It includes related controls system.","Required for Hi-Lumi SC magnets program","","","",""
"b10bdaa8-081a-4eb6-bcfb-d717a791c50c",11765,"",3,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","BIS : acheiving compliance to CIBU interface","CANCELLED","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","6d4ba86a-83de-4b52-bce5-54ec72fc6a1d","","This project concerns only the equipement systems and the locations where the electronics interface with the CIBU (BIS User remote interface unit) is not yet compliant with the requirements described in EDMS#636589 v.1.5","Risk of both reduced availability and reduced maintainability of the BIS","","","",""
"b229a438-dd11-496a-a259-8de47956eb58",11740,"",21,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Consolidate Electronics & Controls for PS-Complex kicker systems conformity with safety rules","WAITING_RESOURCE_ALLOCATION","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","3157e161-0abc-4904-8701-ff964eb16b6a","","Provide electronics & controls for consolidation of electrical discharge/earthing switches and oil fire protection","Higher risk of fire in surface building in case of failure.","","","",""
"b45cbf73-a4d9-4b60-8e5a-e5aa725f693d",11773,"",8,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Supply 2x Trim Converters for LHC 11T Dipole (S67 & 78)","PARTIALLY_FINISHED","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","8cea0a76-aa20-48d6-9e5b-e7f83ff335f1","RR73 & RR77","Be able to control the LHC Dipoles chain with the new 11T Dipoles","HL postponed","","","",""
"b5daa333-747d-4f27-a87d-a15d35d9c758",11791,"",6,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Building 163/165 upgrade projet: Fresca 2 cryostat installation","PARTIALLY_FINISHED","34fe46b9-bee1-471c-9adf-09eae0238fd4","90480566-20d9-40d2-8cc9-ba4a4cd2b530","Buildings 103, 163 et 165","Upgrade facility of production and qualification superconducting cables","Delay production cables for LHC consolidation, LHC-HI-Lumi, FCC.","","","",""
"b668c46b-bd24-4a07-91fc-6d727a996de8",11706,"",4,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Experiments GCS complete PLC code regeneration (with software improvement and ew profibus addresses)","FINISHED","34fe46b9-bee1-471c-9adf-09eae0238fd4","90480566-20d9-40d2-8cc9-ba4a4cd2b530","","Regeneration and installation of PLC software","Schneider Premium PLC will become obsolete. Require upgrade to M580","","","",""
"b8cbc58d-a247-436b-862f-fdef13383b6b",11835,"",6,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Consolidation Technical Galleries","CANCELLED","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","f1ec8378-7ca0-4a3e-bf12-150fa10b5d0c","Concern technical galleries in Merin and Prevessin sites.","Consolidate structure and services inside technical galleries","Risk for safety, services availability disruption, operation of main sites can be affected. Condition of several services very bad.","","","",""
"b9de5988-0670-421d-9f55-db73e8fc7c37",11715,"",172,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Replacement of irradiated cables in SPS TS2- (LSS2-)","WAITING_RESOURCE_ALLOCATION","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","3157e161-0abc-4904-8701-ff964eb16b6a","SPS TS2- (LSS2-)","The replacement campaign will be carried out either in SPS TS2- (LSS2-), based on the outcome of the analysis of the cable samples installed in the machines (following the recommendations of the RIAC Working Group).","Risks of short-circuit of irradiated cables and consequent stop of the related users' systems","","","",""
"bd8e694c-bf58-4d6f-aebf-2f0a5ad140a2",11817,"",5,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Completion of M9 cabling for HIE ISOLDE cryomodule testing","FINISHED","309dc13f-2c24-43ff-9fdb-d0e9535b5a46","6d4ba86a-83de-4b52-bce5-54ec72fc6a1d","SM18 test facility","This request concerns M9, one of the two horizontal test benches for RF cryomodules in SM18.
In the context of the HIE ISOLDE project, we had predisposed it for cold testing HIE ISOLDE cryomodules. 
This involved, among other things, RF cabling (power and low level), cryogenics instrumentation and controls, etc. 
The work was done years ago, and it seemed that the installation was ready. 
However, due to schedule reasons, the cryomodules were never tested in SM18 and were shipped directly in the HIE ISOLDE linac, where they were tested on line.  This year, however, we are refurbishing one of the cryomodules in SM18, and we will have to test it in September.
Going back to the status of M9, and carefully checking that all systems, it turned out that, while the vast majority of the cabling was indeed done, there are still some cables missing (a bundle of  40 cables). The DIC were prepared but for an internal misunderstanding, a part of them was never issued to EN-EL. So we are now looking to a solution to complete this installation.","This cabling is needed in order to be able to test the refurbished cryomodule before shipping it back to ISOLDE","","","",""
"be112029-bd6d-410b-95d4-8054e2f599e9",11733,"",3,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","WinCC OA - Event replay for WinCC OA","CANCELLED","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","6d4ba86a-83de-4b52-bce5-54ec72fc6a1d","","Event replay (requirements driven mainly by EL for the moment)
","important
","","","",""
"be43f372-40c0-4fd2-aac2-db7fb23798d2",11810,"",19,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Identification des câbles Obsolètes au B.354 , ancienne MCR (y compris les câbles devenant obsolètes au LS2)","FINISHED","d7b14379-3853-4ae3-9a62-c98bb4789466","90480566-20d9-40d2-8cc9-ba4a4cd2b530","B 354, ancienne MCR","Dépose des seuls câbles obsolètes devant impérativement être enlevés pour les besoins du projet LIU. Selon l'arbitrage de Chamonix 2018.
Identification formelle ( DEC) , par les groupes et par le de-cabling Project, des câbles obsolètes au bâtiment 354 ancienne MCR - SPS2 et SPS1): ouvrages prioritaires pour la poursuite du projet , pas accès pendant tout le Run 3 !
Identification formelle ( DEC) , par les groupes et le de-cabling Project, des câbles devenant obsolètes au LS2 (projets LIU et de consolidation). Dans ces ouvrages concernés, les autres câbles obsolètes seront également à identifier.","Des déposes au LS3 sont conditionnées à une identification au LS2 (accès  RP !)","","","",""
"bf44c8ba-b840-4320-a4ab-93b8772f2e09",11780,"",5,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Increase of electrical power to CMS data center","CREATED","34fe46b9-bee1-471c-9adf-09eae0238fd4","90480566-20d9-40d2-8cc9-ba4a4cd2b530","P5","Increase of electrical power to CMS data center. 
Today 1 MW max is available. For LS3 and later we might need to go to 2 or  3 MW total power.
So a study to find the different options and their associated costs is needed. In synergy with HL-LHC that will deploy heavy  electrical infrastructures on site.","Impossible to predict due to a possible new data center in Prevessin where experiments online computing facilities could be invited to move in.","","","",""
"bf5d929c-3257-4e46-ab87-da9b1f74b050",11716,"",14,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","Supply new converters for Cluster D of  HL-LHC Magnet Test Bed","FINISHED","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","0e3e982c-7b37-49bf-89bc-3871dc856cb3","Building SM18","Supply of new power converters for Cluster D of  HL-LHC Magnet Test Bed :
-	RM.D1+RM.D2 [30kA/±16V]
-	2 x [±2kA/±10V]","No possibility to test HL-LHC protoype magnets and HL-LHC String","","","",""
"bfbacfab-68ab-4b86-8175-c7203a2ff840",11720,"",47,"8a77c09c-de70-4ff6-bae7-964d1913b9e0","e229692e-8fad-4374-a02a-95e331b67dd3","NORTH AREA - Consolidation project for chilled water network  - PJ_035 - WP4.4.1.3","WAITING_FINAL_APPROVAL","0ea08158-f1fd-4365-b49e-6fdcfc2ba401","c6d2a08f-cd8b-4078-8120-f2de717a2333","All North area and more specifically EHN1- EHN2 in 2023","Consolidate the chilled water distribution in the NA area. The program has started in LS1 and will continue in the next years to be completed in LS4","Network in very poor conditions, risk of stop that leads to the stop of the experiments/ventilation in the concerned area.","","","",""
