ACTIVITY_UUID,TITLE,GROUP_RESPONSIBLE_NAME,RESPONSIBLE_WITH_DETAILS,ACTIVITY_TYPE_EN,WBS_NODE_CODE,FACILITY_NAMES,PRIORITY_EN,CREATOR_NAME,CREATION_DATE,LOCATION_INFORMATION,GOAL,IMPACT_NOT_DONE,PERIOD,PREPARATION_DURATION,INSTALLATION_DURATION,COMMISSIONING_DURATION,CLUSTER
b735d3c9-6afa-4e62-82d5-dee0973be37e,Smoothing of the components of L4,BE-GM,JEAN-FREDERIC FUCHS (BE-GM-ASG),Maintenance & Operation,NONE,LINAC 4,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,align the components to their nominal position,"no vacuum connection
no run possible","[['LS2'], ['LS2'], ['LS2']]",-1.0,4.0,-1.0,2
b7dbfaa3-d521-4067-8ab4-b5bf279e9d09,WIC - Deployment during LS3 of the Magnet Interlock system for TT10,TE-MPE,RICHARD MOMPO (TE-MPE-MI),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,NONE,"PS, SPS",Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Renovate the related magnet interlocks in TT10 during LS3. The related preparation phase will start in 2021.,The  legacy system needs to be adapted to new standard interfaces,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,8
b853793f-d298-4a49-b81b-975d84f2e27d,Inspection de sÃ©curitÃ© pression YETS 2016-2017,HSE-OHS,CECILE PINTO (SCE-DOD),Safety,NONE,"AD, AD-Target, Alice, Atlas, Buildings And Other Facilities, CMS, Computing Facilities, East Hall Target, GIF, HiRadMat, ISOLDE, LEIR, LHC Machine, LHCb, LINAC 2, LINAC 3, LINAC 4, NA62, PS, PS Booster, SPS, Workshop 109, nTOF",Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Inspection de sÃ©curitÃ©,"retard dans les inspections, non respect des rÃ¨gles cern","[['LS2'], ['LS2'], ['LS2']]",2.0,2.0,2.0,1
b87ec60c-6d68-4e25-abcc-5f3aa2ef6ef3,EE - IGBT-based EE systems for test stations (10kA for cluster G only),TE-MPE,GERT-JAN COELINGH (TE-MPE-MP),Consolidation & upgrade/Other,NONE,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,in SM18,"Development and design of a new generation of ultrafast switches for high-current applications based on IGBTs. 
Manufacture of a prototype and seven, 7.5 kA units to be operated in the SM18. 
 It includes related controls system and 2 kA prototypes.",Required for Hi-Lumi SC magnets program,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
b8e8a3cc-21f7-401a-a5ca-5212c68e69e5,Measure the CMS cavern network and align detectors components,BE-GM,ANTJE BEHRENS (BE-GM-ESA),Consolidation & upgrade/Other,PH-0903,CMS,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,"Determine new coordinates of the geodetic network points of CMS
align the detetctors wrt the LHC machine",bad alignment of the experiments detectors wrt the LHC machine components,"[['LS2'], ['LS2'], ['LS2']]",-1.0,96.0,-1.0,0
b94502e4-2da6-48d7-9347-75a7204962ae,Cryogenics for neutrino platform: 2020,TE-CRG,JOHAN BREMER (TE-CRG-CL),Consolidation & upgrade/Other,OTHER,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Cryogenics for Neutrino platform,The Neutrino Platform project is not progressing.,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
ba8d5934-1249-4ead-bbd2-d5048650fe75,Consolidation of  Btrain of PS booster,TE-MSC,MARCO BUZIO (TE-MSC-TM),Consolidation & upgrade/Other,OTHER,PS Booster,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,New powerhouse bldg. 254,commissioning of Btrain components (magnetic measurements),Rick of degradation of performance after LS2,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
bae82cb1-c9b8-4f3b-adc9-b6f8fdce2ea0,Consolidation of SPS tunnel  infrastructure,SCE-SAM,ALEJANDRO MARTINEZ SELLES (SCE-SAM-CE),Consolidation & upgrade/Other,OTHER,SPS,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Consolidation of SPS tunnel  infrastructure,Failures that might imply the non-usability of the SPS tunnel  infrastructure,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
bb03a26f-bd48-432a-a579-7db0ee12a53a,Replace one injection kicker magnet (MKP) during YETS 22/23,SY-ABT,GAEL BELLOTTO (SY-ABT-KDC),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,SPS-CONS,SPS,2. Activities needed to reach 300fb-1 during run3,SYSTEM ADMINISTRATORS,26-NOV-21,LSS1,Install one modified magnet for vacuum and beam impedance improvement,High degasing of present kicker MKP-4 is limiting operation,"[['2022'], ['YETS2022-23'], ['YETS2022-23']]",15.0,2.0,6.0,8
bb64d7e6-641b-408b-9e52-86401e7aac4e,align the components of AWAKE (proton and laser line),BE-GM,PATRICK BESTMANN (BE-GM-ASG),Consolidation & upgrade/Other,NONE,SPS,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,align the components to their nominal position,impossibility to connect vacuum and to run the machine,"[['LS2'], ['LS2'], ['LS2']]",-1.0,4.0,-1.0,2
be2c169e-7a4c-49d5-b83b-7178511a1471,Installation of Beam Loss monitors in TT10,SY-BI,CHRISTOS ZAMANTZAS (SY-BI-BL),Consolidation & upgrade/Other,ACCONS,"PS, SPS",Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Reduce transfer losses,Increase of activation and reduced beam transfer to LHC,"[['LS2'], ['LS2'], ['LS2']]",3.0,12.0,-1.0,6
be5772a8-db00-48b5-a534-812b90f78861,Inspection de sÃ©curitÃ© Ã©lÃ©ctrique LS2,HSE-OHS,CECILE PINTO (SCE-DOD),Safety,NONE,"AD, AD-Target, Alice, Atlas, Buildings And Other Facilities, CMS, Computing Facilities, East Hall Target, GIF, HiRadMat, ISOLDE, LEIR, LHC Machine, LHCb, LINAC 2, LINAC 3, LINAC 4, NA62, PS, PS Booster, SPS, Workshop 109, nTOF",Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Inspection de sÃ©curitÃ©,"retard dans les inspections, non respect des rÃ¨gles cern","[['LS2'], ['LS2'], ['LS2']]",2.0,2.0,2.0,1
be94e0be-7252-4856-bc1c-a5a71d714c4f,MPE Software : upgrading of QPS Control system,TE-MPE,JEAN-CHRISTOPHE GARNIER (TE-MPE-CB),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,NONE,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,"The QPS Control System is currently maintained by a joint effort between BE-ICS and TE-MPE (MS and EP). The current efforts are focused on the current operations of the LHC and the requirements of the SM18 test stand to prepare the HL-LHC upgrades. A long term focus will be to streamline the QPS control system (FESA, WinCC, Java and LabVIEW applications) in order to provide coherent and effective tools to the operation crews.",Improve the maintainability for the QPS in prospect of the run3 and of Hi-Lumi,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,8
bf3e4c04-b0a3-4406-92e5-b083af9ee8dd,"Corrective Maint. - Hard. Safety Alarm insfr. (MMD, CSAM)- LHC - Disconnect thermoswitches signals",EN-AA,SILVIA GRAU (EN-AA-AS),Maintenance & Operation,NONE,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,"Corrective Maint. - Hard. Safety Alarm insfr. (MMD, CSAM)- LHC - Disconnect thermo switches signals


","Safety compromised
","[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,8
bf8afe2a-1472-4e8d-9ffd-abb65445f518,"Evolutive Maintenance -  Hard. Safety Alarm insfr. (MMD, CSAM)- CERN",EN-AA,SILVIA GRAU (EN-AA-AS),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,NONE,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,"Evolutive Maint. - Hard. Safety Alarm insfr. (MMD, CSAM): 
Install 7 missing MMD in Zones 18, 20, 21, 23, 27, 29, 33
Split ""repartiteur MMD11"" 

","Safety compromised
","[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,8
c189ef79-2a39-49ba-9aa3-885dd892b969,Modify UA9 setup of 10 BID and 20 detectors,SY-STI,LUIGI SALVATORE ESPOSITO (SY-STI-BMI),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,NONE,SPS,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Due to the installation of a new internal dump in LSS5 the whole layout changes and the UA9 installations will have to move,UA9 systems would be out of order,"[['LS2'], ['LS2'], ['LS2']]",200.0,1.0,-1.0,8
c1988ef5-7f2b-41da-b212-5820d1b27e99,Roll angle and vertical measurement of the TI8 quadrupoles and their realignment,BE-GM,PATRICK BESTMANN (BE-GM-ASG),Maintenance & Operation,NONE,SPS,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Maintain the components perfectly smoothed,"Degradation of the orbit of the machine, very unstable area, last realignment was in 2014, 20% of quadrupoles out of the tolerance of 0.2 mm wrt the smooth curve","[['LS2'], ['LS2'], ['LS2']]",-1.0,12.0,-1.0,2
c47b654f-873d-467e-9f8b-ffde1404b4c2,Commissioning and Operation after the East Area renovation,BE-EA,JOHANNES BENEDIKT BERNHARD (BE-EA-LE),Consolidation & upgrade/Other,NONE,East Hall Target,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Proceed to the commissioning and the operation of the East Hall,Unable to resume physics,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
c51b28b7-6720-4104-b331-eeb1f97aebe0,Civil Engineering for the LHCb - New computing farm ,SCE-SAM,ALEJANDRO MARTINEZ SELLES (SCE-SAM-CE),Consolidation & upgrade/Other,OTHER,LHCb,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Civil Engineering for the LHCb - New computing farm ,To be discussed with LHCb,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
c78461b4-4b85-4c72-92b2-81e130c34845,Prototype wire scanner in the LHC,SY-BI,RAYMOND VENESS (SY-BI-ML),Consolidation & upgrade/Other,ACCONS,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,IR4,Test integration and operation of new wire scanner,Delay final integration,"[['LS2'], ['LS2'], ['LS2']]",72.0,2.0,-1.0,6
c7f48ad4-62f9-43b3-9b25-586a2f7cc1cc,PE - HiRadMat damage test,TE-MPE,DANIEL WOLLMANN (TE-MPE-CB),Consolidation & upgrade/Other,HL-07,HiRadMat,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Perform beam induced damage test of SC's at cold in HiRadMat,Possible delay for HiLumi technical choices,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
c9896d99-62ad-478c-ad31-4a980734bbd0,QPS - Test bench in b180 (FAIR),TE-MPE,DANIEL CALCOEN (TE-MPE-EP),Consolidation & upgrade/Other,OTHER,Buildings And Other Facilities,6. Others,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,"Deploy Quench detection system, Energy extraction system and related supervision systems for test benches in b.180",No protection of the involved superconducting magnets,"[[nan], [nan], ['2022', '2023', '2024', '2025']]",-1.0,-1.0,192.0,0
c99065a3-2ed1-4707-9630-bfb094e7d0e4,Displacement and upgrade of BGIs in the SPS,SY-BI,JAMES WILLIAM STOREY (SY-BI-XEI),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,HL,SPS,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Move from LSS5 to a location TBD and upgrade for LIU,Measure transverse beam profile,No cross-check of transverse profiles,"[['LS2'], ['LS2'], ['LS2']]",72.0,4.0,-1.0,6
c9b4b2ec-0e48-45fb-bd37-6465091229bd,TOTEM CT-PPS  installation,EP-CMT,JOACHIM BAECHLER (EP-CMT),Consolidation & upgrade/Other,OTHER,"CMS, LHC Machine",Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,"Sector 4/5 and 5/6 LHC tunnel  2512(R53), 2525(R54), 3522(UL55)",Service work on RP installation,pending,"[['LS2'], ['LS2'], ['LS2']]",88.0,-1.0,-1.0,0
cb283102-cb57-4516-b252-7be13b6c489f,MPE Software : Post-Mortem integration into FESA framework,TE-MPE,JEAN-CHRISTOPHE GARNIER (TE-MPE-CB),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,NONE,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Post Mortem data are mainly dumped by FESA devices. The BE-CO FESA team already performed a first increment of the integration of the Post Mortem client library into the FESA framework. More features must be integrated for users to profit from the full potential of the library.,Improve LHC Post-Mortem data collection and analysis,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,8
cc9e3310-6b92-478d-8848-dfb72c2bd2a7,"Construction, assembly and installation of NSWs (New Small Wheels)",EP-ADO,LUDOVICO PONTECORVO (EP-ADO-AM),Consolidation & upgrade/Other,PH-0901,Atlas,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,To upgrade ATLAS detector to have better performance at higher luminosity during Run 3.,Detector ugrade Phase 1 cannot be done; if postponed - may have significant impact to ATLAS Upgrade Phase 2.,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
ccab295a-0e3e-4284-828b-41c0b7e4b5bd,OPEN MED studies,EN-CV,MICHELE BATTISTIN (EN-CV-PJ),Consolidation & upgrade/Other,OTHER,LEIR,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Bldg 150,Participation to the OPENMED studies for the CDR write up,NOt known,"[['LS2'], ['LS2'], ['LS2']]",52.0,-1.0,-1.0,0
cd54d5d0-ecd3-45c6-bce6-a8387349c93d,BIS - Deployment of the Beam Interlock System in PSB (BI line & Booster rings),TE-MPE,CHRISTOPHE MARTIN (TE-MPE-MI),Consolidation & upgrade/Other,OTHER,PS Booster,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Deploy the BIS solution in the BI line and for the Booster rings in accordance with the related Engineering Specification (EDMS#1016233),Booster not protected by the BIS for the run3,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
cdcffe31-bde6-4638-aa1f-56a9726507e9,Consolidation of SPS surface  infrastructure,SCE-SAM,ALEJANDRO MARTINEZ SELLES (SCE-SAM-CE),Consolidation & upgrade/Other,OTHER,SPS,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Consolidation of SPS surface  infrastructure,Failures that might imply the non-usability of the SPS surface  infrastructure,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
ce11c712-2a8d-4d1d-9254-8885eafd8511,Consolidation of BLM processing electronics (surface buildings),SY-BI,CHRISTOS ZAMANTZAS (SY-BI-BL),Consolidation & upgrade/Other,ACCONS,Buildings And Other Facilities,4. Approved projects,SYSTEM ADMINISTRATORS,26-NOV-21,LHC surface buildings,Ensure reliable operation of LHC BLM system,Decrease of LHC availability,"[[nan], ['2022', '2023', '2024'], [nan]]",-1.0,16.0,-1.0,6
ce42f0ca-f8b6-4052-b279-54e84bccacaa,Modify PS PPS (Personnel Protection System)  for LN4 connection,EN-AA,BORIS MORAND (EN-AA-CSE),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,NONE,"LINAC 2, LINAC 4, PS Booster",Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,LN4- LN2 - BOOSTER-SWITCH-YARD  PPS zones,Sectorisation and PPS modifications (all EIS) required to allow the connection of LN4. LN2 will be integrated into SWY.,PPS  operational required for LN4-PS BEAM permit -,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,8
ce45fd17-d781-46a1-b861-37ec89064626,Install target moderator circuit nTof,SY-STI,MARCO CALVIANI (SY-STI-TCD),Consolidation & upgrade/Other,ACCONS,nTOF,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,adapting moderator circuit to new target,new target cannot function withoutnew moderator circuit,"[['LS2'], ['LS2'], ['LS2']]",20.0,2.0,4.0,0
aaf6394d-6152-4418-a3e3-8c763f70a8f8,Operation and maintance of UX45 high power klystron equipment,SY-RF,GERARD MCMONAGLE (SY-RF-MKS),Maintenance & Operation,NONE,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,UX45,"Shutdown maintenance, day to day operation, piquet service of RF equipment","absolutely necessary, insures LHC running","[['LS2'], ['LS2'], ['LS2']]",240.0,240.0,240.0,2
ab01e632-6f11-4af1-a435-2a7991038ba7,Install the common chiller for LHCb-UT/Velo/Scifi systems - PJ_270,EN-CV,OLIVIER CRESPO-LOPEZ (EN-CV-LHC),Consolidation & upgrade/Other,OTHER,LHCb,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,UX85 cavern,"LHCb will replace several detectors during the LS2, in view to answer to the new requirements, new cooling plants will be installed and these ones requires a chiller. This common chiller will supply these new installations. this system is mandatory for LHCb","No chiller water supply of the Detector Cooling Systems of LHCb: UT, Velo, Scifi","[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
ab29b51b-ea6c-415e-8950-84919ae42a2c,Roll angle and vertical measurement of the SPS quadrupoles and their realignment 2019,BE-GM,PATRICK BESTMANN (BE-GM-ASG),Maintenance & Operation,NONE,SPS,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Maintain the components perfectly smoothed,"Degradation of the orbit of the machine, 20% of quadrupoles out of the tolerance of 0.2 mm wrt the smooth curve","[['LS2'], ['LS2'], ['LS2']]",-1.0,4.0,-1.0,2
ae131e41-8cc2-453b-8036-93b388844533,SPS RF Low Level upgrade for LIU,SY-RF,PHILIPPE BAUDRENGHIEN (SY-RF-FB),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,NONE,SPS,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,"SPS BA3: RF faraday cage (blg 870),  BA3 (blg 870), BB3 (Blg 905), BAF3 (blg 770), SPS Tunnel (LSS3)","Activities of the SPS LLRF system upgrade. It covers the upgrade of the 800 MHz Cavity Controllers (two cavities) and of the 200
MHz Cavity Controllers (six cavities), in line with the planned installation of two additional 200 MHz
cavities and the modification of the existing ones.","WIthout lowlevel RF upgrade, the SPS will operate with lower beam intensity than before LS2 where as the beam intensity requested is doubled compare to pre-LS2.
Two additional cavities will be installed in the tunnel during LS2, without lowlevel RF upgrade these two cavities will not operate at all. 
In addition the current location of the four 200-800MHz TWC cavities will changed after LS2, without lowlevel RF upgrade and new cables installation, all these RF cavities will stop operating.","[['LS2'], ['LS2'], ['LS2']]",76.0,72.0,32.0,8
ae402098-d9b6-45aa-827c-e6b5072c4336,SPS - BA - Consolidation of the surface building ventilation system - PJ_131,EN-CV,JANI LEHTINEN (EN-CV-SPS),Consolidation & upgrade/Other,SPS-CONS,SPS,4. Approved projects,SYSTEM ADMINISTRATORS,26-NOV-21,All BAs and BBs,Renewal of the ventilation systems in the SPS surface buildings. Electrical cubicle present safety hazard due to their conditions. The program has started in 2015 and will continue up to 2022.,Stop of the ventilation can lead to the stop of equipment located in the building and therefore stop of the SPS.,"[['2022'], ['2022'], ['2022']]",8.0,6.0,2.0,0
aea103a0-06c0-4c63-9365-65dbc4ba038a,Consolidation of  Btrain of LEIR,TE-MSC,MARCO BUZIO (TE-MSC-TM),Consolidation & upgrade/Other,OTHER,LEIR,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,LEIR,Commissioning of Btrain sensors and electronics (magnetic measurements),Rick of degradation of performance after LS2,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
af2846c5-52c5-4023-8848-01834fe84fe3,ISOLDE Frontends,SY-STI,STEFANO MARZARI (SY-STI-RBS),Consolidation & upgrade/Other,NONE,ISOLDE,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Construction and installation of two new target stations (Frontends) during the LS2 period. ,The existing Frontends are coming to the end of their lifetime. if not replaced then failures will lead to more regular interventions in a highly radioactive area and eventually to a stop in the physic's program at ISOLDE,"[['LS2'], ['LS2'], ['LS2']]",120.0,8.0,8.0,0
b0f98ff8-4a7d-4a45-b794-19842a547afc,Separate the control of the ventilation of the CMS control room from the SCX5 rack room - PJ_302,EN-CV,THEODOROS AIVALIOTIS (EN-CV-PJ),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,OTHER,CMS,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,SUX,CMS control Room and SCX5 rack room share the same ventilation system and the same control of temperature and humidity. When the rack load changes the control modifies the ventilation parameters for the control room too. this is often unconfortable for the control room operators.,the unconfortable ambient conditions inside the CMS control room will persist,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
b2d9c3e8-33a3-4e34-b79e-2f65129e913b,Cryogenics for neutrino platform: 2019,TE-CRG,JOHAN BREMER (TE-CRG-CL),Consolidation & upgrade/Other,OTHER,Buildings And Other Facilities,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Cryogenics for Neutrino platform,The Neutrino Platform project is not progressing.,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
b2f7c1c7-1e7e-4667-9e40-0b80161c3742,Measure the LHCb cavern network and align detectors components,BE-GM,PASCAL SAINVITU (BE-GM-ESA),Consolidation & upgrade/Other,PH-0905,LHCb,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,"Determine new coordinates of the geodetic network points of LHCb
align the detetctors wrt the LHC machine",bad alignment of the experiments detectors wrt the LHC machine components,"[['LS2'], ['LS2'], ['LS2']]",-1.0,96.0,-1.0,0
b324c2bb-b8ae-48b0-bb77-e83c83bb2a7f,UPR for HL-LHC underground premises at Point  5,ATS-DO,LAURENT JEAN TAVIAN (ATS-DO),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,OTHER,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,The excavation of the underground premises for the HL-LHC project will start in 2018 and will reach the LHC tunnel in two locations at the LHC LSS on both sides at Point 1. The positions of the UPR galleries opening in the LHC tunnel is shown in attached drawings,The connection of the HL-LHC UPR galleries to the LHC tunnel. This task is the root for all the activities related.,The installation of the HL-LHC technical equipment (powering and connections) will not be possible shifting a huge amount of work to LS3,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
b346c82d-3bd3-4325-97a9-10a3e853fe8d,Consolidation of LHC surface  infrastructure,SCE-SAM,CHRISTOPHE BIOT (SCE-SAM-CE),Consolidation & upgrade/Other,OTHER,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,Consolidation of LHC surface  infrastructure,Failures that might imply the non-usability of the LHC surface infrastructure,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
b551bb03-86fe-4bf4-be44-d68f32588c0a,Adding a new Leaky Feeder cable - LS2,IT-CS,MARC-ANTOINE DENIS (IT-CS-DO),Consolidation & upgrade/Other,OTHER,"NA62, SPS",Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,SPS points 1 and 2 + North area,"Add a new leaky feeder cable to anticiapate the end of the existing cable (50+ km). Ease the replacement of the existing, degraded, LF cable during LS3. Ensure redundancy for radio and mobile services beyond LS2. Increase bandwidth for mobile data services.",Impossibility to repair damage leaky feedercable. Absence of Radio (TETRA) and mobile services (2G/3G/4G) in Â¿largeÂ¿ sections.,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
e8397907-6d9f-469e-98d1-c217ad83944c,"MPE - Upgrade of the DYPQ racks (usually named ""Quadrupole Yellow Racks"")",TE-MPE,DANIEL CALCOEN (TE-MPE-EP),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,ACCONS,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,"Implementation of a fully redundant powering, as well with implementation of new DQHDS pulse current measurement transformers and a re-designed electrical shuffling module (DQLIM).
This project is mainly including the Logistic, the coordination of MPE sub-projects and the management of ressources .",No improvement of the overall availability/reliability of the local protection of the MQ circuits,"[['LS2'], ['LS2'], ['LS2']]",-1.0,-1.0,-1.0,0
e8d5a382-f43f-43da-8bd2-f829547fd2c9,"Preventive Maint.  2015-LS2- Fire Detection & Evacuation - Laser Smoke Detectors - LHC, SPS, PS, Prev., Mey",EN-AA,SILVIA GRAU (EN-AA-AS),Consolidation & upgrade/Other,NONE,"Buildings And Other Facilities, SPS",Unknown,SYSTEM ADMINISTRATORS,26-NOV-21," LHC, SPS, PS, Prev., Mey",Preventive Maint. - Laser Smoke Detectors ,"System obsolete, no spares available
","[['LS2'], ['LS2'], ['LS2']]",-1.0,240.0,-1.0,8
ea05463a-8b64-4140-ad50-5ade1533e65e,Maintenance of the triplets  and interconnection monitoring system 2017,BE-GM,HELENE MAINAUD DURAND (BE-GM),Maintenance & Operation,NONE,LHC Machine,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,maintain the good functionning of the permanent monitoring system,"no possibility to know the position of the triplets and therefore to realign them
no possibilty to detect a movement between the interconnection of cryostats","[['LS2'], ['LS2'], ['LS2']]",-1.0,16.0,-1.0,2
eb5bcb30-2b30-4ec2-9350-e5c56ce151de,Monitoring of the TT10 tunnel,BE-GM,PATRICK BESTMANN (BE-GM-ASG),Maintenance & Operation,NONE,SPS,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,Unknown,estimate the mouvement of the floor and of the tunnel,Cracks and movements will not be detected,"[['LS2'], ['LS2'], ['LS2']]",-1.0,1.0,-1.0,2
eb74efaa-25d4-4544-a1a7-b8c5886e62df,"Distribution of demineralised water for kickers B.359, B.362, B.365",SY-ABT,REMY NOULIBOS,Consolidation & upgrade/Other,PS-CONS,PS,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,"359-R-005. 362-R-401, 365-R-412",Install demineralised water supply for kicker equipment in in order to replace drinking water (->environment & cost issues for CERN).,Consumption of drinking water for equipment cooling,"[['LS2'], ['LS2'], ['LS2']]",50.0,4.0,1.0,0
eb7db178-1c15-4784-9992-b96352d1bd5b,Atlas Experiment routers hardware upgrade,IT-CS,STEPHANE CASENOVE (IT-CS-DO),Consolidation & upgrade/Needed for the full exploitation of HL-LHC,NONE,Atlas,Unknown,SYSTEM ADMINISTRATORS,26-NOV-21,"SDX1
USA15",Replace the old router hardware.,"This could lead to higher outage rates, impossibilities to repair for hardware out of warranty/discountinued . Network outages impact accelerator operation","[['LS2'], ['LS2'], ['LS2']]",-1.0,8.0,-1.0,8
ecccd4df-c6b6-46b8-acb4-74736a24f9ab,"18kV PS Remplacement tableaux 18kV obsoletes Â des stations Â ME49, ME76",EN-EL,MICKAEL BERTRAND LONJON (EN-EL-EPM),Consolidation & upgrade/Other,EL-CONS,"AD, AD-Target, PS, PS Booster",4. Approved projects,SYSTEM ADMINISTRATORS,26-NOV-21,Stations ME43 (B.193) et ME76,"The consolidation of the power distribution network of the PS and administrative areas on the Meyrin site will improve the network reliability and availability, thanks to:
- Replacement of outdated equipment and unavailability of spare units (switchgears, transformers and power cables);
- Replacement of underdimensionned equipment not withstanding anymore the short circuit levels (switchgears and power cables);
- Response to client needs requiring to adapt and/or extend the network.","The risks taken if the consolidation cannot be done are the degradation of the electrical networks with a direct impact on the reliability and availability of the Meyrin injector infrastructure and experiments.
There is a moderate risk of environmental contamination in case of failure and/or leakage of one of the 20 units, 40 years old oil power transformer installed on non-conform underground oil containment tanks.","[['YETS2023-24', 'EYETS2024-25', 'LS3'], ['YETS2023-24', 'EYETS2024-25', 'LS3'], ['YETS2023-24', 'EYETS2024-25', 'LS3']]",8.0,8.0,8.0,0
